timestamp,same_satellite,satellite
2024-04-09 12:00:00,False,"(1211, 1897, 1489)"
2024-04-09 12:00:15,False,"(1211, 831, 1897)"
2024-04-09 12:00:30,False,"(831, 497, 461)"
2024-04-09 12:00:45,False,"(461, 437, 497)"
2024-04-09 12:01:00,False,"(437, 497, 497)"
2024-04-09 12:01:15,False,"(1211, 831, 831)"
2024-04-09 12:01:30,False,"(831, 1211, 1489)"
2024-04-09 12:01:45,True,1489
2024-04-09 12:02:00,False,"(1211, 1211, 1489)"
2024-04-09 12:02:15,False,"(497, 1211, 461)"
2024-04-09 12:02:30,False,"(497, 1211, 497)"
2024-04-09 12:02:45,False,"(97, 437, 497)"
2024-04-09 12:03:00,False,"(97, 497, 97)"
2024-04-09 12:03:15,False,"(437, 437, 497)"
2024-04-09 12:03:30,False,"(97, 437, 497)"
2024-04-09 12:03:45,False,"(1157, 437, 97)"
2024-04-09 12:04:00,False,"(437, 903, 97)"
2024-04-09 12:04:15,False,"(497, 785, 903)"
2024-04-09 12:04:30,False,"(97, 785, 1157)"
2024-04-09 12:04:45,False,"(97, 785, 1157)"
2024-04-09 12:05:00,False,"(1421, 1157, 903)"
2024-04-09 12:05:15,False,"(1421, 1157, 903)"
2024-04-09 12:05:30,True,1421
2024-04-09 12:05:45,False,"(25, 903, 677)"
2024-04-09 12:06:00,False,"(785, 903, 785)"
2024-04-09 12:06:15,False,"(25, 1157, 785)"
2024-04-09 12:06:30,False,"(501, 1157, 1673)"
2024-04-09 12:06:45,False,"(1157, 903, 25)"
2024-04-09 12:07:00,False,"(25, 677, 1421)"
2024-04-09 12:07:15,False,"(903, 677, 1609)"
2024-04-09 12:07:30,False,"(1673, 677, 1421)"
2024-04-09 12:07:45,False,"(1157, 1609, 903)"
2024-04-09 12:08:00,False,"(501, 543, 543)"
2024-04-09 12:08:15,False,"(903, 25, 25)"
2024-04-09 12:08:30,False,"(1673, 677, 1533)"
2024-04-09 12:08:45,False,"(747, 459, 747)"
2024-04-09 12:09:00,False,"(747, 1421, 181)"
2024-04-09 12:09:15,False,"(459, 459, 543)"
2024-04-09 12:09:30,False,"(543, 181, 677)"
2024-04-09 12:09:45,False,"(1611, 459, 1609)"
2024-04-09 12:10:00,False,"(1609, 1609, 543)"
2024-04-09 12:10:15,False,"(1871, 1609, 1609)"
2024-04-09 12:10:30,False,"(1611, 543, 1611)"
2024-04-09 12:10:45,False,"(543, 459, 543)"
2024-04-09 12:11:00,False,"(1611, 459, 1611)"
2024-04-09 12:11:15,False,"(459, 181, 1609)"
2024-04-09 12:11:30,False,"(459, 181, 743)"
2024-04-09 12:11:45,False,"(543, 1815, 181)"
2024-04-09 12:12:00,False,"(181, 181, 1609)"
2024-04-09 12:12:15,False,"(459, 459, 1871)"
2024-04-09 12:12:30,False,"(1815, 543, 583)"
2024-04-09 12:12:45,False,"(1871, 181, 1871)"
2024-04-09 12:13:00,False,"(1635, 583, 663)"
2024-04-09 12:13:15,True,1611
2024-04-09 12:13:30,False,"(583, 1635, 1871)"
2024-04-09 12:13:45,False,"(663, 1871, 1871)"
2024-04-09 12:14:00,False,"(1397, 663, 997)"
2024-04-09 12:14:15,False,"(1885, 1397, 1397)"
2024-04-09 12:14:30,False,"(997, 997, 1397)"
2024-04-09 12:14:45,False,"(565, 1397, 1397)"
2024-04-09 12:15:00,False,"(565, 223, 223)"
2024-04-09 12:15:15,False,"(1885, 997, 565)"
2024-04-09 12:15:30,False,"(43, 1711, 223)"
2024-04-09 12:15:45,False,"(43, 1397, 565)"
2024-04-09 12:16:00,False,"(997, 1243, 43)"
2024-04-09 12:16:15,False,"(1397, 565, 1295)"
2024-04-09 12:16:30,False,"(73, 73, 565)"
2024-04-09 12:16:45,False,"(527, 997, 1111)"
2024-04-09 12:17:00,False,"(553, 223, 73)"
2024-04-09 12:17:15,False,"(1711, 1661, 1547)"
2024-04-09 12:17:30,False,"(1661, 1397, 553)"
2024-04-09 12:17:45,False,"(527, 73, 553)"
2024-04-09 12:18:00,False,"(215, 527, 73)"
2024-04-09 12:18:15,False,"(43, 1111, 223)"
2024-04-09 12:18:30,False,"(43, 1547, 565)"
2024-04-09 12:18:45,False,"(527, 223, 1661)"
2024-04-09 12:19:00,False,"(1547, 565, 527)"
2024-04-09 12:19:15,False,"(1661, 215, 1605)"
2024-04-09 12:19:30,False,"(73, 891, 1131)"
2024-04-09 12:19:45,False,"(527, 215, 215)"
2024-04-09 12:20:00,False,"(1481, 215, 891)"
2024-04-09 12:20:15,False,"(891, 527, 1131)"
2024-04-09 12:20:30,False,"(215, 215, 1111)"
2024-04-09 12:20:45,False,"(1131, 1111, 1131)"
2024-04-09 12:21:00,False,"(1131, 215, 1811)"
2024-04-09 12:21:15,False,"(1811, 215, 1099)"
2024-04-09 12:21:30,False,"(1099, 1605, 1605)"
2024-04-09 12:21:45,False,"(1481, 215, 1605)"
2024-04-09 12:22:00,False,"(1559, 1559, 1481)"
2024-04-09 12:22:15,False,"(1099, 489, 67)"
2024-04-09 12:22:30,False,"(1605, 1959, 1481)"
2024-04-09 12:22:45,False,"(1559, 489, 1959)"
2024-04-09 12:23:00,False,"(1481, 1959, 1959)"
2024-04-09 12:23:15,False,"(1559, 1481, 1827)"
2024-04-09 12:23:30,False,"(489, 27, 489)"
2024-04-09 12:23:45,False,"(67, 1559, 1959)"
2024-04-09 12:24:00,False,"(1827, 1827, 67)"
2024-04-09 12:24:15,False,"(1559, 1559, 27)"
2024-04-09 12:24:30,False,"(1959, 27, 1959)"
2024-04-09 12:24:45,False,"(1827, 67, 67)"
2024-04-09 12:25:00,False,"(27, 67, 67)"
2024-04-09 12:25:15,False,"(27, 909, 27)"
2024-04-09 12:25:30,False,"(67, 909, 27)"
2024-04-09 12:25:45,False,"(27, 909, 909)"
2024-04-09 12:26:00,False,"(27, 27, 909)"
2024-04-09 12:26:15,False,"(909, 909, 27)"
2024-04-09 12:26:30,False,"(1175, 27, 909)"
