timestamp,same_satellite,satellite
2024-04-09 12:00:00,True,1489
2024-04-09 12:00:15,True,1489
2024-04-09 12:00:30,True,1489
2024-04-09 12:00:45,True,1489
2024-04-09 12:01:00,True,1489
2024-04-09 12:01:15,True,1489
2024-04-09 12:01:30,True,497
2024-04-09 12:01:45,True,497
2024-04-09 12:02:00,True,497
2024-04-09 12:02:15,True,497
2024-04-09 12:02:30,True,497
2024-04-09 12:02:45,True,497
2024-04-09 12:03:00,True,497
2024-04-09 12:03:15,True,497
2024-04-09 12:03:30,True,497
2024-04-09 12:03:45,True,97
2024-04-09 12:04:00,True,97
2024-04-09 12:04:15,True,97
2024-04-09 12:04:30,True,97
2024-04-09 12:04:45,True,97
2024-04-09 12:05:00,True,1157
2024-04-09 12:05:15,True,903
2024-04-09 12:05:30,True,903
2024-04-09 12:05:45,True,903
2024-04-09 12:06:00,True,903
2024-04-09 12:06:15,True,903
2024-04-09 12:06:30,True,903
2024-04-09 12:06:45,False,"(1421, 903, 1421)"
2024-04-09 12:07:00,True,1421
2024-04-09 12:07:15,True,1421
2024-04-09 12:07:30,True,1421
2024-04-09 12:07:45,True,1421
2024-04-09 12:08:00,True,1421
2024-04-09 12:08:15,False,"(1609, 677, 677)"
2024-04-09 12:08:30,True,747
2024-04-09 12:08:45,True,747
2024-04-09 12:09:00,True,747
2024-04-09 12:09:15,True,747
2024-04-09 12:09:30,True,747
2024-04-09 12:09:45,True,747
2024-04-09 12:10:00,True,747
2024-04-09 12:10:15,True,747
2024-04-09 12:10:30,True,181
2024-04-09 12:10:45,True,181
2024-04-09 12:11:00,True,181
2024-04-09 12:11:15,True,181
2024-04-09 12:11:30,True,1611
2024-04-09 12:11:45,True,1611
2024-04-09 12:12:00,True,1611
2024-04-09 12:12:15,True,1611
2024-04-09 12:12:30,True,663
2024-04-09 12:12:45,True,663
2024-04-09 12:13:00,True,663
2024-04-09 12:13:15,True,663
2024-04-09 12:13:30,True,663
2024-04-09 12:13:45,True,663
2024-04-09 12:14:00,True,663
2024-04-09 12:14:15,True,663
2024-04-09 12:14:30,True,663
2024-04-09 12:14:45,True,553
2024-04-09 12:15:00,False,"(1397, 1397, 553)"
