timestamp,same_satellite,satellite
2024-04-09 12:00:00,False,"(971, 971, 437)"
2024-04-09 12:00:15,False,"(437, 437, 971)"
2024-04-09 12:00:30,False,"(437, 971, 971)"
2024-04-09 12:00:45,False,"(537, 537, 971)"
2024-04-09 12:01:00,False,"(537, 437, 437)"
2024-04-09 12:01:15,False,"(1453, 1825, 1453)"
2024-04-09 12:01:30,False,"(971, 1825, 971)"
2024-04-09 12:01:45,False,"(537, 437, 437)"
2024-04-09 12:02:00,False,"(537, 1453, 971)"
2024-04-09 12:02:15,False,"(1825, 665, 1825)"
2024-04-09 12:02:30,False,"(1453, 1825, 971)"
2024-04-09 12:02:45,False,"(665, 537, 1825)"
2024-04-09 12:03:00,False,"(971, 1825, 1453)"
2024-04-09 12:03:15,False,"(1453, 665, 665)"
2024-04-09 12:03:30,False,"(1825, 1825, 665)"
2024-04-09 12:03:45,True,1825
2024-04-09 12:04:00,False,"(1453, 1453, 537)"
2024-04-09 12:04:15,False,"(537, 1825, 665)"
2024-04-09 12:04:30,False,"(1453, 537, 537)"
2024-04-09 12:04:45,False,"(1825, 1825, 665)"
2024-04-09 12:05:00,True,665
2024-04-09 12:05:15,True,665
2024-04-09 12:05:30,True,665
2024-04-09 12:05:45,False,"(665, 665, 669)"
2024-04-09 12:06:00,False,"(669, 669, 665)"
2024-04-09 12:06:15,True,1225
2024-04-09 12:06:30,False,"(1225, 1225, 669)"
2024-04-09 12:06:45,False,"(1143, 1143, 1225)"
2024-04-09 12:07:00,False,"(1143, 1143, 669)"
2024-04-09 12:07:15,False,"(1225, 1143, 1225)"
2024-04-09 12:07:30,False,"(1143, 1225, 1143)"
2024-04-09 12:07:45,True,1225
2024-04-09 12:08:00,False,"(1225, 669, 1225)"
2024-04-09 12:08:15,False,"(1545, 1143, 1545)"
2024-04-09 12:08:30,False,"(1143, 1225, 669)"
2024-04-09 12:08:45,False,"(669, 1143, 1143)"
2024-04-09 12:09:00,False,"(669, 1545, 1225)"
2024-04-09 12:09:15,False,"(669, 669, 1143)"
2024-04-09 12:09:30,False,"(1315, 1315, 1545)"
2024-04-09 12:09:45,False,"(1991, 669, 1143)"
2024-04-09 12:10:00,False,"(611, 1143, 1315)"
2024-04-09 12:10:15,False,"(1143, 1315, 1491)"
2024-04-09 12:10:30,False,"(1315, 1143, 1315)"
